1,1,きゅうしゃ,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
2,1,かわや,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
3,1,げいしゃ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
4,1,うまや,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
5,2,だれか,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
6,2,すいか,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
7,2,たれか,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
8,2,たそや,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
9,3,きょりん,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
10,3,きょうりん,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
11,3,あんりん,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
12,3,あいりん,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
13,4,じんぜん,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
14,4,にんぜん,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
15,4,にんじん,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
16,4,にんざい,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
17,5,ちゅうたい,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
18,5,ちゅたい,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
19,5,おびひも,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
20,5,ちゅうてい,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
21,6,とんじ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
22,6,しゅんじ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
23,6,ちんじ,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
24,6,しんじ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
25,7,ひが,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
26,7,ひがん,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
27,7,かひ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
28,7,ひし,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
29,8,ゆうぶつ,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
30,8,いつぶつ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
31,8,けんもつ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
32,8,けつぶつ,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
33,9,とばく,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
34,9,ときん,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
35,9,とうばく,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
36,9,とば,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
37,10,せんどう,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
38,10,かんどう,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
39,10,けんどう,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
40,10,のうどう,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
41,11,こせい,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
42,11,こうし,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
43,11,こうせい,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
44,11,ぐぜい,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
45,12,しょうじょう,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
46,12,しゃくじょう,TRUE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
47,12,しじょう,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
48,12,えきじょう,FALSE,"2022-11-7 10:00:00.000000","2022-11-7 10:00:00.000000"
